state,signal,date,issue,lag,value,stderr,sample_size,geo_type,data_source
LA,smoothed_cli,2020-09-11,2020-11-19,69,0.82334,0.1186897,4274.9965,state,fb-survey
MA,smoothed_cli,2020-09-11,2020-11-19,69,0.3714964,0.0728386,6072.0165,state,fb-survey
MD,smoothed_cli,2020-09-11,2020-11-19,69,0.3786944,0.0804809,4520.9904,state,fb-survey
ME,smoothed_cli,2020-09-11,2020-11-19,69,0.2945631,0.1049694,2201,state,fb-survey
MI,smoothed_cli,2020-09-11,2020-11-19,69,0.4363952,0.0548862,11237.0089,state,fb-survey
MN,smoothed_cli,2020-09-11,2020-11-19,69,0.5054605,0.086554,5462.4886,state,fb-survey
MO,smoothed_cli,2020-09-11,2020-11-19,69,0.9763655,0.1122785,5977.7692,state,fb-survey
MS,smoothed_cli,2020-09-11,2020-11-19,69,1.0819413,0.1715785,2761.0679,state,fb-survey
MT,smoothed_cli,2020-09-11,2020-11-19,69,0.7353421,0.1811891,1534.4846,state,fb-survey
NC,smoothed_cli,2020-09-11,2020-11-19,69,0.5316843,0.0638792,9894.0122,state,fb-survey
ND,smoothed_cli,2020-09-11,2020-11-19,69,0.7462702,0.2555574,930.0139,state,fb-survey
NE,smoothed_cli,2020-09-11,2020-11-19,69,0.8134469,0.1747726,2082.207,state,fb-survey
NH,smoothed_cli,2020-09-11,2020-11-19,69,0.1411702,0.0698394,2070,state,fb-survey
NJ,smoothed_cli,2020-09-11,2020-11-19,69,0.2694919,0.0527515,6972.9973,state,fb-survey
NM,smoothed_cli,2020-09-11,2020-11-19,69,0.3559733,0.1135943,2106.4921,state,fb-survey
NV,smoothed_cli,2020-09-11,2020-11-19,69,0.7166316,0.1632566,2274.7188,state,fb-survey
NY,smoothed_cli,2020-09-11,2020-11-19,69,0.3892578,0.0462146,14688.0002,state,fb-survey
OH,smoothed_cli,2020-09-11,2020-11-19,69,0.5869395,0.0599473,11991.0015,state,fb-survey
OK,smoothed_cli,2020-09-11,2020-11-19,69,1.0260646,0.13175,4443.3807,state,fb-survey
OR,smoothed_cli,2020-09-11,2020-11-19,69,0.3681702,0.080803,4397.4637,state,fb-survey
PA,smoothed_cli,2020-09-11,2020-11-19,69,0.3590669,0.044613,13908.0097,state,fb-survey
RI,smoothed_cli,2020-09-11,2020-11-19,69,0.625008,0.2108058,1223.9835,state,fb-survey
SC,smoothed_cli,2020-09-11,2020-11-19,69,0.6364057,0.09058,6173.0043,state,fb-survey
SD,smoothed_cli,2020-09-11,2020-11-19,69,1.1949218,0.2906589,1113.7116,state,fb-survey
TN,smoothed_cli,2020-09-11,2020-11-19,69,0.7773011,0.0962572,6602.4647,state,fb-survey
TX,smoothed_cli,2020-09-11,2020-11-19,69,0.7301628,0.0529078,20323.7455,state,fb-survey
UT,smoothed_cli,2020-09-11,2020-11-19,69,0.5939981,0.1145894,3190.0874,state,fb-survey
VA,smoothed_cli,2020-09-11,2020-11-19,69,0.5268377,0.0683346,8519.7513,state,fb-survey
VT,smoothed_cli,2020-09-11,2020-11-19,69,0.4043241,0.1909701,979.0001,state,fb-survey
WA,smoothed_cli,2020-09-11,2020-11-19,69,0.4018278,0.0645062,7732.6929,state,fb-survey
WI,smoothed_cli,2020-09-11,2020-11-19,69,0.4651987,0.0760899,6301.9884,state,fb-survey
WV,smoothed_cli,2020-09-11,2020-11-19,69,0.6378179,0.1446401,2448.255,state,fb-survey
WY,smoothed_cli,2020-09-11,2020-11-19,69,0.5898472,0.2366442,776.0643,state,fb-survey
AK,smoothed_cli,2020-09-12,2020-11-19,68,0.3867967,0.1755355,918,state,fb-survey
AL,smoothed_cli,2020-09-12,2020-11-19,68,0.7112114,0.1064931,4563.1283,state,fb-survey
AR,smoothed_cli,2020-09-12,2020-11-19,68,0.7255441,0.1415109,3009.143,state,fb-survey
AZ,smoothed_cli,2020-09-12,2020-11-19,68,0.4392267,0.0719612,6232.4665,state,fb-survey
CA,smoothed_cli,2020-09-12,2020-11-19,68,0.401902,0.0341381,25902.8671,state,fb-survey
CO,smoothed_cli,2020-09-12,2020-11-19,68,0.6033858,0.0889088,6035.8155,state,fb-survey
CT,smoothed_cli,2020-09-12,2020-11-19,68,0.2566438,0.0643361,4574,state,fb-survey
DC,smoothed_cli,2020-09-12,2020-11-19,68,0,0.0776398,643,state,fb-survey
DE,smoothed_cli,2020-09-12,2020-11-19,68,0.4896245,0.1733009,1396.0146,state,fb-survey
FL,smoothed_cli,2020-09-12,2020-11-19,68,0.647392,0.0497712,19806.9996,state,fb-survey
GA,smoothed_cli,2020-09-12,2020-11-19,68,0.6601295,0.0771467,8142.9006,state,fb-survey
HI,smoothed_cli,2020-09-12,2020-11-19,68,0.3692999,0.1464617,1384,state,fb-survey
IA,smoothed_cli,2020-09-12,2020-11-19,68,1.0063982,0.1344713,4526.9674,state,fb-survey
ID,smoothed_cli,2020-09-12,2020-11-19,68,0.8087372,0.1555319,2312.2605,state,fb-survey
IL,smoothed_cli,2020-09-12,2020-11-19,68,0.6127074,0.0629139,12607.0215,state,fb-survey
IN,smoothed_cli,2020-09-12,2020-11-19,68,0.723294,0.085928,7315.0132,state,fb-survey
KS,smoothed_cli,2020-09-12,2020-11-19,68,0.7282611,0.1208312,3461.8355,state,fb-survey
KY,smoothed_cli,2020-09-12,2020-11-19,68,0.5338644,0.0986287,4463.2024,state,fb-survey
LA,smoothed_cli,2020-09-12,2020-11-19,68,0.662859,0.1023964,4530.9964,state,fb-survey
MA,smoothed_cli,2020-09-12,2020-11-19,68,0.3859518,0.0728295,6229.015,state,fb-survey
MD,smoothed_cli,2020-09-12,2020-11-19,68,0.3620681,0.0782144,4627.9828,state,fb-survey
ME,smoothed_cli,2020-09-12,2020-11-19,68,0.2832387,0.1009436,2289,state,fb-survey
MI,smoothed_cli,2020-09-12,2020-11-19,68,0.4179894,0.0517029,11803.0084,state,fb-survey
MN,smoothed_cli,2020-09-12,2020-11-19,68,0.5205789,0.0858832,5702.5636,state,fb-survey
MO,smoothed_cli,2020-09-12,2020-11-19,68,0.9919203,0.1098639,6216.9167,state,fb-survey
MS,smoothed_cli,2020-09-12,2020-11-19,68,0.9975741,0.1616059,2874.7309,state,fb-survey
MT,smoothed_cli,2020-09-12,2020-11-19,68,0.5628572,0.1510907,1650.4896,state,fb-survey
NC,smoothed_cli,2020-09-12,2020-11-19,68,0.5242138,0.0623904,10306.0129,state,fb-survey
ND,smoothed_cli,2020-09-12,2020-11-19,68,0.7141061,0.2446096,971.9997,state,fb-survey
NE,smoothed_cli,2020-09-12,2020-11-19,68,0.6796129,0.1592692,2193.2118,state,fb-survey
NH,smoothed_cli,2020-09-12,2020-11-19,68,0.070343,0.0446811,2164,state,fb-survey
NJ,smoothed_cli,2020-09-12,2020-11-19,68,0.2599515,0.0515049,7276.9976,state,fb-survey
NM,smoothed_cli,2020-09-12,2020-11-19,68,0.3455525,0.1120639,2150.5923,state,fb-survey
NV,smoothed_cli,2020-09-12,2020-11-19,68,0.7753596,0.1715856,2295.7043,state,fb-survey
NY,smoothed_cli,2020-09-12,2020-11-19,68,0.3582597,0.0436109,15137.9993,state,fb-survey
OH,smoothed_cli,2020-09-12,2020-11-19,68,0.5878492,0.0588592,12555.9967,state,fb-survey
OK,smoothed_cli,2020-09-12,2020-11-19,68,0.941196,0.1220068,4628.6222,state,fb-survey
OR,smoothed_cli,2020-09-12,2020-11-19,68,0.3464863,0.0786436,4499.4661,state,fb-survey
PA,smoothed_cli,2020-09-12,2020-11-19,68,0.4226176,0.0484653,14349.0096,state,fb-survey
RI,smoothed_cli,2020-09-12,2020-11-19,68,0.656736,0.2192119,1240.985,state,fb-survey
SC,smoothed_cli,2020-09-12,2020-11-19,68,0.6758949,0.0919302,6513.0039,state,fb-survey
SD,smoothed_cli,2020-09-12,2020-11-19,68,1.3130596,0.3049089,1151.5663,state,fb-survey
TN,smoothed_cli,2020-09-12,2020-11-19,68,0.7502716,0.0921898,6826.7618,state,fb-survey
TX,smoothed_cli,2020-09-12,2020-11-19,68,0.6547192,0.0485425,21103.5067,state,fb-survey
UT,smoothed_cli,2020-09-12,2020-11-19,68,0.5785441,0.1112426,3252.2305,state,fb-survey
VA,smoothed_cli,2020-09-12,2020-11-19,68,0.4890868,0.0643044,8853.7731,state,fb-survey
VT,smoothed_cli,2020-09-12,2020-11-19,68,0.3911396,0.1847661,1012.0002,state,fb-survey
WA,smoothed_cli,2020-09-12,2020-11-19,68,0.408969,0.0631214,8008.6897,state,fb-survey
WI,smoothed_cli,2020-09-12,2020-11-19,68,0.5176012,0.0771659,6692.9888,state,fb-survey
WV,smoothed_cli,2020-09-12,2020-11-19,68,0.6371598,0.1432095,2529.255,state,fb-survey
WY,smoothed_cli,2020-09-12,2020-11-19,68,0.7241573,0.2743413,800.0523,state,fb-survey
AK,smoothed_cli,2020-09-13,2020-11-19,67,0.4327406,0.1792092,956,state,fb-survey
AL,smoothed_cli,2020-09-13,2020-11-19,67,0.8035639,0.1124035,4622.1283,state,fb-survey
AR,smoothed_cli,2020-09-13,2020-11-19,67,0.8130181,0.147334,3102.0211,state,fb-survey
AZ,smoothed_cli,2020-09-13,2020-11-19,67,0.4532763,0.0736733,6417.1126,state,fb-survey
CA,smoothed_cli,2020-09-13,2020-11-19,67,0.3877519,0.0331591,26573.9896,state,fb-survey
CO,smoothed_cli,2020-09-13,2020-11-19,67,0.5176039,0.0801835,6298.7515,state,fb-survey
CT,smoothed_cli,2020-09-13,2020-11-19,67,0.3106938,0.0696595,4778,state,fb-survey
DC,smoothed_cli,2020-09-13,2020-11-19,67,0,0.0775194,644,state,fb-survey
DE,smoothed_cli,2020-09-13,2020-11-19,67,0.4541545,0.1639455,1461.0146,state,fb-survey
FL,smoothed_cli,2020-09-13,2020-11-19,67,0.6661103,0.0497888,20601.9999,state,fb-survey
GA,smoothed_cli,2020-09-13,2020-11-19,67,0.6166066,0.0741444,8307.9071,state,fb-survey
HI,smoothed_cli,2020-09-13,2020-11-19,67,0.4264448,0.1581104,1392,state,fb-survey
IA,smoothed_cli,2020-09-13,2020-11-19,67,0.9126437,0.1256154,4687.0556,state,fb-survey
ID,smoothed_cli,2020-09-13,2020-11-19,67,0.7925263,0.1502502,2412.1447,state,fb-survey
IL,smoothed_cli,2020-09-13,2020-11-19,67,0.6222081,0.0624519,12914.0216,state,fb-survey
IN,smoothed_cli,2020-09-13,2020-11-19,67,0.7044317,0.0834409,7463.0145,state,fb-survey
KS,smoothed_cli,2020-09-13,2020-11-19,67,0.700213,0.1174341,3582.8352,state,fb-survey
KY,smoothed_cli,2020-09-13,2020-11-19,67,0.4996788,0.089849,4668.5126,state,fb-survey
LA,smoothed_cli,2020-09-13,2020-11-19,67,0.705426,0.1077464,4550.1806,state,fb-survey
MA,smoothed_cli,2020-09-13,2020-11-19,67,0.3326836,0.0675075,6325.0135,state,fb-survey
MD,smoothed_cli,2020-09-13,2020-11-19,67,0.3735793,0.0771513,4761.9829,state,fb-survey
ME,smoothed_cli,2020-09-13,2020-11-19,67,0.3162512,0.1063469,2366.2234,state,fb-survey
MI,smoothed_cli,2020-09-13,2020-11-19,67,0.3865225,0.0488472,12148.0084,state,fb-survey
MN,smoothed_cli,2020-09-13,2020-11-19,67,0.5428879,0.0867339,5839.5799,state,fb-survey
MO,smoothed_cli,2020-09-13,2020-11-19,67,0.9959917,0.1073628,6460.8536,state,fb-survey
MS,smoothed_cli,2020-09-13,2020-11-19,67,0.9817458,0.1584813,2940.6472,state,fb-survey
MT,smoothed_cli,2020-09-13,2020-11-19,67,0.5592692,0.149737,1723.4551,state,fb-survey
NC,smoothed_cli,2020-09-13,2020-11-19,67,0.5836322,0.0642149,10602.0136,state,fb-survey
ND,smoothed_cli,2020-09-13,2020-11-19,67,0.6472216,0.2337585,995.2053,state,fb-survey
NE,smoothed_cli,2020-09-13,2020-11-19,67,0.7206519,0.1589544,2271.0063,state,fb-survey
NH,smoothed_cli,2020-09-13,2020-11-19,67,0.0940902,0.0603324,2194.7766,state,fb-survey
NJ,smoothed_cli,2020-09-13,2020-11-19,67,0.2748406,0.0530559,7470.9974,state,fb-survey
NM,smoothed_cli,2020-09-13,2020-11-19,67,0.3244473,0.107674,2197.9762,state,fb-survey
NV,smoothed_cli,2020-09-13,2020-11-19,67,0.712274,0.1574605,2399.5816,state,fb-survey
NY,smoothed_cli,2020-09-13,2020-11-19,67,0.3162062,0.0403613,15663.9989,state,fb-survey
OH,smoothed_cli,2020-09-13,2020-11-19,67,0.6476633,0.0609776,12917.9967,state,fb-survey
OK,smoothed_cli,2020-09-13,2020-11-19,67,0.9663695,0.1225964,4776.6231,state,fb-survey
OR,smoothed_cli,2020-09-13,2020-11-19,67,0.4082722,0.0842162,4593.4756,state,fb-survey
PA,smoothed_cli,2020-09-13,2020-11-19,67,0.4244364,0.0479786,15012.01,state,fb-survey
RI,smoothed_cli,2020-09-13,2020-11-19,67,0.4737827,0.1805235,1282.9865,state,fb-survey
SC,smoothed_cli,2020-09-13,2020-11-19,67,0.6927437,0.0919888,6709.0021,state,fb-survey
SD,smoothed_cli,2020-09-13,2020-11-19,67,1.3286206,0.3008885,1175.5004,state,fb-survey
TN,smoothed_cli,2020-09-13,2020-11-19,67,0.6819153,0.0862131,7017.4621,state,fb-survey
TX,smoothed_cli,2020-09-13,2020-11-19,67,0.6305549,0.0474912,21557.506,state,fb-survey
UT,smoothed_cli,2020-09-13,2020-11-19,67,0.6238665,0.1139442,3349.2716,state,fb-survey
VA,smoothed_cli,2020-09-13,2020-11-19,67,0.4762367,0.0618538,9081.2983,state,fb-survey
VT,smoothed_cli,2020-09-13,2020-11-19,67,0.2650151,0.1428462,1046.0002,state,fb-survey
WA,smoothed_cli,2020-09-13,2020-11-19,67,0.3571165,0.0577181,8326.8144,state,fb-survey
WI,smoothed_cli,2020-09-13,2020-11-19,67,0.5346917,0.078647,6868.9907,state,fb-survey
WV,smoothed_cli,2020-09-13,2020-11-19,67,0.6684829,0.1439859,2585.255,state,fb-survey
WY,smoothed_cli,2020-09-13,2020-11-19,67,0.7965972,0.2850544,837.0244,state,fb-survey
AK,smoothed_cli,2020-09-14,2020-11-19,66,0.3576801,0.1521874,978,state,fb-survey
AL,smoothed_cli,2020-09-14,2020-11-19,66,0.81461,0.1141208,4665.1387,state,fb-survey
AR,smoothed_cli,2020-09-14,2020-11-19,66,0.8305687,0.1449803,3197.0146,state,fb-survey
AZ,smoothed_cli,2020-09-14,2020-11-19,66,0.4004422,0.0687321,6647.1819,state,fb-survey
CA,smoothed_cli,2020-09-14,2020-11-19,66,0.3982861,0.0336414,26821.8927,state,fb-survey
CO,smoothed_cli,2020-09-14,2020-11-19,66,0.4767063,0.0753845,6448.7227,state,fb-survey
CT,smoothed_cli,2020-09-14,2020-11-19,66,0.3187894,0.0706572,4815,state,fb-survey
DC,smoothed_cli,2020-09-14,2020-11-19,66,0,0.0797448,626,state,fb-survey
DE,smoothed_cli,2020-09-14,2020-11-19,66,0.3768504,0.1459074,1508.0146,state,fb-survey
FL,smoothed_cli,2020-09-14,2020-11-19,66,0.6408818,0.0478495,21164.0002,state,fb-survey
GA,smoothed_cli,2020-09-14,2020-11-19,66,0.5711225,0.0725183,8363.908,state,fb-survey
HI,smoothed_cli,2020-09-14,2020-11-19,66,0.434212,0.1575192,1400,state,fb-survey
IA,smoothed_cli,2020-09-14,2020-11-19,66,0.9043154,0.1219641,4772.0862,state,fb-survey
ID,smoothed_cli,2020-09-14,2020-11-19,66,0.8587739,0.156034,2453.0641,state,fb-survey
IL,smoothed_cli,2020-09-14,2020-11-19,66,0.5854746,0.0599349,13097.0002,state,fb-survey
IN,smoothed_cli,2020-09-14,2020-11-19,66,0.6795704,0.0810457,7574.0139,state,fb-survey
KS,smoothed_cli,2020-09-14,2020-11-19,66,0.6860788,0.1138077,3617.8829,state,fb-survey
KY,smoothed_cli,2020-09-14,2020-11-19,66,0.5413727,0.0929745,4760.5082,state,fb-survey
LA,smoothed_cli,2020-09-14,2020-11-19,66,0.7345986,0.1082515,4683.1808,state,fb-survey
MA,smoothed_cli,2020-09-14,2020-11-19,66,0.3248245,0.0661362,6401.0145,state,fb-survey
MD,smoothed_cli,2020-09-14,2020-11-19,66,0.4053014,0.0790939,4870.9831,state,fb-survey
ME,smoothed_cli,2020-09-14,2020-11-19,66,0.2728471,0.0920577,2437.2234,state,fb-survey
MI,smoothed_cli,2020-09-14,2020-11-19,66,0.4167765,0.0514443,12379.0092,state,fb-survey
MN,smoothed_cli,2020-09-14,2020-11-19,66,0.4008414,0.0710725,5915.1454,state,fb-survey
MO,smoothed_cli,2020-09-14,2020-11-19,66,0.9853163,0.1066536,6486.877,state,fb-survey
MS,smoothed_cli,2020-09-14,2020-11-19,66,0.9380838,0.1592668,2940.4373,state,fb-survey
MT,smoothed_cli,2020-09-14,2020-11-19,66,0.6321946,0.1550432,1782.9666,state,fb-survey
NC,smoothed_cli,2020-09-14,2020-11-19,66,0.6386032,0.0674138,10834.0132,state,fb-survey
ND,smoothed_cli,2020-09-14,2020-11-19,66,0.6691263,0.2395796,979.8002,state,fb-survey
NE,smoothed_cli,2020-09-14,2020-11-19,66,0.7071291,0.1576241,2349.9138,state,fb-survey
NH,smoothed_cli,2020-09-14,2020-11-19,66,0.1499702,0.0779054,2206.7766,state,fb-survey
NJ,smoothed_cli,2020-09-14,2020-11-19,66,0.3053386,0.0559119,7679.9975,state,fb-survey
NM,smoothed_cli,2020-09-14,2020-11-19,66,0.4391444,0.1269459,2230.9353,state,fb-survey
NV,smoothed_cli,2020-09-14,2020-11-19,66,0.601569,0.1458563,2455.6785,state,fb-survey
NY,smoothed_cli,2020-09-14,2020-11-19,66,0.3107168,0.0405034,15861.9995,state,fb-survey
OH,smoothed_cli,2020-09-14,2020-11-19,66,0.6564617,0.0606328,13112.9952,state,fb-survey
OK,smoothed_cli,2020-09-14,2020-11-19,66,0.9139487,0.1190076,4795.623,state,fb-survey
OR,smoothed_cli,2020-09-14,2020-11-19,66,0.4530793,0.0889595,4635.4769,state,fb-survey
PA,smoothed_cli,2020-09-14,2020-11-19,66,0.4629938,0.0495513,15203.0091,state,fb-survey
RI,smoothed_cli,2020-09-14,2020-11-19,66,0.3835505,0.1609856,1284.9855,state,fb-survey
SC,smoothed_cli,2020-09-14,2020-11-19,66,0.684515,0.0892374,6894.0016,state,fb-survey
SD,smoothed_cli,2020-09-14,2020-11-19,66,1.2843577,0.2950846,1202.8729,state,fb-survey
TN,smoothed_cli,2020-09-14,2020-11-19,66,0.7018342,0.0878279,7185.4545,state,fb-survey
TX,smoothed_cli,2020-09-14,2020-11-19,66,0.6214882,0.0473926,21635.5081,state,fb-survey
UT,smoothed_cli,2020-09-14,2020-11-19,66,0.6027808,0.1089824,3380.2208,state,fb-survey
VA,smoothed_cli,2020-09-14,2020-11-19,66,0.4461902,0.0599485,9168.79,state,fb-survey
VT,smoothed_cli,2020-09-14,2020-11-19,66,0.1786307,0.1142909,1062.0004,state,fb-survey
WA,smoothed_cli,2020-09-14,2020-11-19,66,0.3706416,0.0588622,8421.9461,state,fb-survey
WI,smoothed_cli,2020-09-14,2020-11-19,66,0.5341191,0.0780239,6977.9901,state,fb-survey
WV,smoothed_cli,2020-09-14,2020-11-19,66,0.667024,0.1436603,2673.3041,state,fb-survey
WY,smoothed_cli,2020-09-14,2020-11-19,66,0.9279987,0.2944423,845.9961,state,fb-survey
AK,smoothed_cli,2020-09-15,2020-11-19,65,0.3886981,0.1746205,990,state,fb-survey
AL,smoothed_cli,2020-09-15,2020-11-19,65,0.8389952,0.1177796,4595.1422,state,fb-survey
AR,smoothed_cli,2020-09-15,2020-11-19,65,0.8989796,0.1489424,3225.0144,state,fb-survey
AZ,smoothed_cli,2020-09-15,2020-11-19,65,0.4145879,0.0699115,6637.1677,state,fb-survey
CA,smoothed_cli,2020-09-15,2020-11-19,65,0.4191449,0.0352443,26408.9932,state,fb-survey
CO,smoothed_cli,2020-09-15,2020-11-19,65,0.3962727,0.0686516,6369.7241,state,fb-survey
CT,smoothed_cli,2020-09-15,2020-11-19,65,0.3165154,0.0689665,4818,state,fb-survey
DC,smoothed_cli,2020-09-15,2020-11-19,65,0,0.0819672,609,state,fb-survey
DE,smoothed_cli,2020-09-15,2020-11-19,65,0.3280957,0.1432996,1478.0292,state,fb-survey
FL,smoothed_cli,2020-09-15,2020-11-19,65,0.5933161,0.0463883,21096.9994,state,fb-survey
GA,smoothed_cli,2020-09-15,2020-11-19,65,0.5685714,0.0729456,8228.9101,state,fb-survey
HI,smoothed_cli,2020-09-15,2020-11-19,65,0.4041772,0.1464992,1398,state,fb-survey
IA,smoothed_cli,2020-09-15,2020-11-19,65,0.8867186,0.1219929,4721.8301,state,fb-survey
ID,smoothed_cli,2020-09-15,2020-11-19,65,0.7719915,0.147399,2435.3279,state,fb-survey
IL,smoothed_cli,2020-09-15,2020-11-19,65,0.6013607,0.0612286,13012.0002,state,fb-survey
IN,smoothed_cli,2020-09-15,2020-11-19,65,0.6631189,0.0804756,7584.014,state,fb-survey
KS,smoothed_cli,2020-09-15,2020-11-19,65,0.7100055,0.1147343,3630.9411,state,fb-survey
KY,smoothed_cli,2020-09-15,2020-11-19,65,0.5967074,0.097678,4735.2037,state,fb-survey
LA,smoothed_cli,2020-09-15,2020-11-19,65,0.6243255,0.1002495,4578.1812,state,fb-survey
MA,smoothed_cli,2020-09-15,2020-11-19,65,0.3119999,0.0631485,6349.0145,state,fb-survey
MD,smoothed_cli,2020-09-15,2020-11-19,65,0.3148366,0.0684942,4854.9685,state,fb-survey
ME,smoothed_cli,2020-09-15,2020-11-19,65,0.3028133,0.0957092,2460.2234,state,fb-survey
MI,smoothed_cli,2020-09-15,2020-11-19,65,0.3688548,0.047456,12396.008,state,fb-survey
MN,smoothed_cli,2020-09-15,2020-11-19,65,0.4020356,0.0711214,5860.0983,state,fb-survey
MO,smoothed_cli,2020-09-15,2020-11-19,65,0.953561,0.103945,6431.8773,state,fb-survey
MS,smoothed_cli,2020-09-15,2020-11-19,65,0.8645372,0.1543287,2916.083,state,fb-survey
MT,smoothed_cli,2020-09-15,2020-11-19,65,0.5882469,0.1492679,1755.7075,state,fb-survey
NC,smoothed_cli,2020-09-15,2020-11-19,65,0.6099951,0.065624,10789.0128,state,fb-survey
ND,smoothed_cli,2020-09-15,2020-11-19,65,0.8497637,0.2723505,960.0123,state,fb-survey
NE,smoothed_cli,2020-09-15,2020-11-19,65,0.7646132,0.1620004,2382.6161,state,fb-survey
NH,smoothed_cli,2020-09-15,2020-11-19,65,0.1744457,0.0819599,2183.7766,state,fb-survey
NJ,smoothed_cli,2020-09-15,2020-11-19,65,0.2697421,0.0519722,7673.9978,state,fb-survey
NM,smoothed_cli,2020-09-15,2020-11-19,65,0.4525466,0.1328925,2220.0516,state,fb-survey
NV,smoothed_cli,2020-09-15,2020-11-19,65,0.5403445,0.1348597,2456.3051,state,fb-survey
NY,smoothed_cli,2020-09-15,2020-11-19,65,0.2781437,0.037738,15890.9995,state,fb-survey
OH,smoothed_cli,2020-09-15,2020-11-19,65,0.6055588,0.0582792,12973.9954,state,fb-survey
OK,smoothed_cli,2020-09-15,2020-11-19,65,0.9091766,0.1205996,4704.5657,state,fb-survey
OR,smoothed_cli,2020-09-15,2020-11-19,65,0.4645274,0.0900423,4639.4792,state,fb-survey
PA,smoothed_cli,2020-09-15,2020-11-19,65,0.4521099,0.0484721,15221.0097,state,fb-survey
RI,smoothed_cli,2020-09-15,2020-11-19,65,0.2613268,0.1329485,1311.9855,state,fb-survey
SC,smoothed_cli,2020-09-15,2020-11-19,65,0.6927435,0.0886293,6930.0029,state,fb-survey
SD,smoothed_cli,2020-09-15,2020-11-19,65,1.1686465,0.2817964,1202.5376,state,fb-survey
TN,smoothed_cli,2020-09-15,2020-11-19,65,0.7527669,0.0909921,7176.7591,state,fb-survey
TX,smoothed_cli,2020-09-15,2020-11-19,65,0.596097,0.0466167,21392.5069,state,fb-survey
UT,smoothed_cli,2020-09-15,2020-11-19,65,0.7169553,0.1204848,3358.123,state,fb-survey
VA,smoothed_cli,2020-09-15,2020-11-19,65,0.4108262,0.0574997,9155.1286,state,fb-survey
VT,smoothed_cli,2020-09-15,2020-11-19,65,0.2029355,0.1170802,1058.0005,state,fb-survey
WA,smoothed_cli,2020-09-15,2020-11-19,65,0.3447965,0.0580661,8347.9439,state,fb-survey
WI,smoothed_cli,2020-09-15,2020-11-19,65,0.531097,0.077687,7012.9901,state,fb-survey
WV,smoothed_cli,2020-09-15,2020-11-19,65,0.6133378,0.1338493,2717.2054,state,fb-survey
WY,smoothed_cli,2020-09-15,2020-11-19,65,0.9757065,0.3078853,855.9844,state,fb-survey
AK,smoothed_cli,2020-09-16,2020-11-19,64,0.3695876,0.1784367,951,state,fb-survey
AL,smoothed_cli,2020-09-16,2020-11-19,64,0.8978015,0.1251897,4398.1303,state,fb-survey
AR,smoothed_cli,2020-09-16,2020-11-19,64,0.8808107,0.1436178,3201.6452,state,fb-survey
AZ,smoothed_cli,2020-09-16,2020-11-19,64,0.4310415,0.0712897,6536.159,state,fb-survey
CA,smoothed_cli,2020-09-16,2020-11-19,64,0.4179975,0.035812,25933.9874,state,fb-survey
CO,smoothed_cli,2020-09-16,2020-11-19,64,0.300133,0.0595457,6252.7253,state,fb-survey
CT,smoothed_cli,2020-09-16,2020-11-19,64,0.3271033,0.0726782,4713,state,fb-survey
DC,smoothed_cli,2020-09-16,2020-11-19,64,0,0.0821018,608,state,fb-survey
DE,smoothed_cli,2020-09-16,2020-11-19,64,0.2876734,0.1322977,1425.0292,state,fb-survey
FL,smoothed_cli,2020-09-16,2020-11-19,64,0.6227319,0.0482398,20621.0001,state,fb-survey
GA,smoothed_cli,2020-09-16,2020-11-19,64,0.5695961,0.0724476,8074.9157,state,fb-survey
HI,smoothed_cli,2020-09-16,2020-11-19,64,0.4976474,0.1645259,1400,state,fb-survey
IA,smoothed_cli,2020-09-16,2020-11-19,64,0.8846014,0.1246525,4603.9311,state,fb-survey
ID,smoothed_cli,2020-09-16,2020-11-19,64,0.7725953,0.1483261,2403.274,state,fb-survey
IL,smoothed_cli,2020-09-16,2020-11-19,64,0.6023646,0.0617112,12729.9998,state,fb-survey
IN,smoothed_cli,2020-09-16,2020-11-19,64,0.632139,0.0806774,7399.0125,state,fb-survey
KS,smoothed_cli,2020-09-16,2020-11-19,64,0.6863114,0.1126819,3578.9704,state,fb-survey
KY,smoothed_cli,2020-09-16,2020-11-19,64,0.5841894,0.0967132,4768.203,state,fb-survey
LA,smoothed_cli,2020-09-16,2020-11-19,64,0.6970078,0.1091749,4487.5515,state,fb-survey
MA,smoothed_cli,2020-09-16,2020-11-19,64,0.3252171,0.0656367,6157.0125,state,fb-survey
MD,smoothed_cli,2020-09-16,2020-11-19,64,0.2928928,0.0657693,4822.9688,state,fb-survey
ME,smoothed_cli,2020-09-16,2020-11-19,64,0.3861198,0.1087384,2404.2234,state,fb-survey
MI,smoothed_cli,2020-09-16,2020-11-19,64,0.3887575,0.0491798,12105.0084,state,fb-survey
MN,smoothed_cli,2020-09-16,2020-11-19,64,0.4370835,0.0764742,5689.1865,state,fb-survey
MO,smoothed_cli,2020-09-16,2020-11-19,64,0.9824542,0.1074138,6310.8772,state,fb-survey
MS,smoothed_cli,2020-09-16,2020-11-19,64,0.8620905,0.1551853,2872.3703,state,fb-survey
MT,smoothed_cli,2020-09-16,2020-11-19,64,0.6422211,0.1627172,1750.7257,state,fb-survey
NC,smoothed_cli,2020-09-16,2020-11-19,64,0.6177951,0.0675885,10582.0125,state,fb-survey
ND,smoothed_cli,2020-09-16,2020-11-19,64,1.1426931,0.3247265,917.8885,state,fb-survey
