state,signal,date,issue,lag,value,stderr,sample_size,geo_type,data_source
VA,smoothed_cli,2020-08-02,2020-09-03,32,0.3688632,0.0448683,12610.7719,state,fb-survey
VT,smoothed_cli,2020-08-02,2020-09-03,32,0.3916166,0.1780895,1181.002,state,fb-survey
WA,smoothed_cli,2020-08-02,2020-09-03,32,0.2835486,0.0428302,10900.9255,state,fb-survey
WI,smoothed_cli,2020-08-02,2020-09-03,32,0.4767237,0.0623668,9370.0088,state,fb-survey
WV,smoothed_cli,2020-08-02,2020-09-03,32,0.5463983,0.1047406,3455.2087,state,fb-survey
WY,smoothed_cli,2020-08-02,2020-09-03,32,0.4380235,0.1644112,1009.9581,state,fb-survey
AK,smoothed_cli,2020-08-03,2020-09-03,31,0.7807181,0.2350739,1301,state,fb-survey
AL,smoothed_cli,2020-08-03,2020-09-03,31,1.046256,0.1076765,6564.1358,state,fb-survey
AR,smoothed_cli,2020-08-03,2020-09-03,31,0.8035239,0.1139862,4146.0291,state,fb-survey
AZ,smoothed_cli,2020-08-03,2020-09-03,31,0.4999632,0.064587,9150.6629,state,fb-survey
CA,smoothed_cli,2020-08-03,2020-09-03,31,0.6592528,0.0358697,38134.4402,state,fb-survey
CO,smoothed_cli,2020-08-03,2020-09-03,31,0.4104708,0.0590829,8558.7834,state,fb-survey
CT,smoothed_cli,2020-08-03,2020-09-03,31,0.2133732,0.0520252,5923,state,fb-survey
DC,smoothed_cli,2020-08-03,2020-09-03,31,0.2573238,0.1787107,842,state,fb-survey
DE,smoothed_cli,2020-08-03,2020-09-03,31,0.3937234,0.1178506,1831.0146,state,fb-survey
FL,smoothed_cli,2020-08-03,2020-09-03,31,0.7886992,0.044945,28648.0004,state,fb-survey
GA,smoothed_cli,2020-08-03,2020-09-03,31,1.0524196,0.0802964,12113.9118,state,fb-survey
HI,smoothed_cli,2020-08-03,2020-09-03,31,0.2070064,0.0891382,1727,state,fb-survey
IA,smoothed_cli,2020-08-03,2020-09-03,31,0.6401863,0.0851807,6263.3368,state,fb-survey
ID,smoothed_cli,2020-08-03,2020-09-03,31,0.9024074,0.1466871,3128.149,state,fb-survey
IL,smoothed_cli,2020-08-03,2020-09-03,31,0.4252655,0.0414767,17516.0003,state,fb-survey
IN,smoothed_cli,2020-08-03,2020-09-03,31,0.7135113,0.072832,9936.0148,state,fb-survey
KS,smoothed_cli,2020-08-03,2020-09-03,31,0.435902,0.0792289,4665.9711,state,fb-survey
KY,smoothed_cli,2020-08-03,2020-09-03,31,0.7664909,0.09462,6401.2135,state,fb-survey
LA,smoothed_cli,2020-08-03,2020-09-03,31,0.9307836,0.1017681,6609.1824,state,fb-survey
MA,smoothed_cli,2020-08-03,2020-09-03,31,0.2397404,0.0474586,8375.0205,state,fb-survey
MD,smoothed_cli,2020-08-03,2020-09-03,31,0.3155381,0.05776,7201.9817,state,fb-survey
ME,smoothed_cli,2020-08-03,2020-09-03,31,0.1128112,0.0436867,2849.2234,state,fb-survey
MI,smoothed_cli,2020-08-03,2020-09-03,31,0.4349482,0.0442802,16777.0011,state,fb-survey
MN,smoothed_cli,2020-08-03,2020-09-03,31,0.5576342,0.0699461,7917.2943,state,fb-survey
MO,smoothed_cli,2020-08-03,2020-09-03,31,0.5215854,0.0657518,8320.8604,state,fb-survey
MS,smoothed_cli,2020-08-03,2020-09-03,31,1.2225304,0.14818,4172.6262,state,fb-survey
MT,smoothed_cli,2020-08-03,2020-09-03,31,0.6885071,0.15478,2090.5969,state,fb-survey
NC,smoothed_cli,2020-08-03,2020-09-03,31,0.5950555,0.0562109,14381.0187,state,fb-survey
ND,smoothed_cli,2020-08-03,2020-09-03,31,1.0104617,0.2521123,1273.6472,state,fb-survey
NE,smoothed_cli,2020-08-03,2020-09-03,31,0.6040351,0.1257914,3098.2979,state,fb-survey
NH,smoothed_cli,2020-08-03,2020-09-03,31,0.2593089,0.0832482,2716.7766,state,fb-survey
NJ,smoothed_cli,2020-08-03,2020-09-03,31,0.2625301,0.0431828,10802.9951,state,fb-survey
NM,smoothed_cli,2020-08-03,2020-09-03,31,0.3788414,0.1040654,2938.2752,state,fb-survey
NV,smoothed_cli,2020-08-03,2020-09-03,31,0.8592053,0.1325378,3577.8416,state,fb-survey
NY,smoothed_cli,2020-08-03,2020-09-03,31,0.2985399,0.031806,20861.0019,state,fb-survey
OH,smoothed_cli,2020-08-03,2020-09-03,31,0.517974,0.0450117,18124.9972,state,fb-survey
OK,smoothed_cli,2020-08-03,2020-09-03,31,0.8302871,0.1031139,5986.3812,state,fb-survey
OR,smoothed_cli,2020-08-03,2020-09-03,31,0.372517,0.0671001,6616.8493,state,fb-survey
PA,smoothed_cli,2020-08-03,2020-09-03,31,0.3837014,0.0370772,21036.0133,state,fb-survey
PR,smoothed_cli,2020-08-03,2020-09-03,31,0,0.4761905,103.999,state,fb-survey
RI,smoothed_cli,2020-08-03,2020-09-03,31,0.3520062,0.1129954,1715.9795,state,fb-survey
SC,smoothed_cli,2020-08-03,2020-09-03,31,0.8879481,0.0873526,8547.006,state,fb-survey
SD,smoothed_cli,2020-08-03,2020-09-03,31,0.7489381,0.2096796,1457.5637,state,fb-survey
TN,smoothed_cli,2020-08-03,2020-09-03,31,0.8240015,0.0770019,9596.7604,state,fb-survey
TX,smoothed_cli,2020-08-03,2020-09-03,31,0.895995,0.0452144,31895.7746,state,fb-survey
UT,smoothed_cli,2020-08-03,2020-09-03,31,0.5632259,0.0966983,4536.1633,state,fb-survey
VA,smoothed_cli,2020-08-03,2020-09-03,31,0.3776692,0.0456534,12548.2497,state,fb-survey
VT,smoothed_cli,2020-08-03,2020-09-03,31,0.3877404,0.1658841,1210.002,state,fb-survey
WA,smoothed_cli,2020-08-03,2020-09-03,31,0.3001878,0.0435909,10894.9317,state,fb-survey
WI,smoothed_cli,2020-08-03,2020-09-03,31,0.4494352,0.059613,9492.9992,state,fb-survey
WV,smoothed_cli,2020-08-03,2020-09-03,31,0.466872,0.0947218,3469.2096,state,fb-survey
WY,smoothed_cli,2020-08-03,2020-09-03,31,0.4889344,0.1857743,1006.9572,state,fb-survey
AK,smoothed_cli,2020-08-04,2020-09-03,30,0.7706482,0.232058,1318,state,fb-survey
AL,smoothed_cli,2020-08-04,2020-09-03,30,1.0747458,0.1087464,6550.1457,state,fb-survey
AR,smoothed_cli,2020-08-04,2020-09-03,30,0.8627174,0.1201023,4120.3656,state,fb-survey
AZ,smoothed_cli,2020-08-04,2020-09-03,30,0.5260081,0.0659485,9074.5624,state,fb-survey
CA,smoothed_cli,2020-08-04,2020-09-03,30,0.6129668,0.0345813,38285.4505,state,fb-survey
CO,smoothed_cli,2020-08-04,2020-09-03,30,0.4477916,0.0641459,8635.7537,state,fb-survey
CT,smoothed_cli,2020-08-04,2020-09-03,30,0.1982289,0.0512072,5829,state,fb-survey
DC,smoothed_cli,2020-08-04,2020-09-03,30,0.3866147,0.2061434,855,state,fb-survey
DE,smoothed_cli,2020-08-04,2020-09-03,30,0.3838866,0.116335,1819.0146,state,fb-survey
FL,smoothed_cli,2020-08-04,2020-09-03,30,0.7944189,0.0451766,28532.0002,state,fb-survey
GA,smoothed_cli,2020-08-04,2020-09-03,30,1.0713259,0.0817895,12137.914,state,fb-survey
HI,smoothed_cli,2020-08-04,2020-09-03,30,0.2313218,0.0925789,1740,state,fb-survey
IA,smoothed_cli,2020-08-04,2020-09-03,30,0.6334809,0.0865765,6292.4302,state,fb-survey
ID,smoothed_cli,2020-08-04,2020-09-03,30,0.8246663,0.139451,3172.6117,state,fb-survey
IL,smoothed_cli,2020-08-04,2020-09-03,30,0.4381793,0.0420624,17441.0001,state,fb-survey
IN,smoothed_cli,2020-08-04,2020-09-03,30,0.761721,0.0764016,9897.0112,state,fb-survey
KS,smoothed_cli,2020-08-04,2020-09-03,30,0.4315019,0.0781171,4679.9423,state,fb-survey
KY,smoothed_cli,2020-08-04,2020-09-03,30,0.7503527,0.0945507,6352.2782,state,fb-survey
LA,smoothed_cli,2020-08-04,2020-09-03,30,0.9191148,0.1009637,6600.9969,state,fb-survey
MA,smoothed_cli,2020-08-04,2020-09-03,30,0.2454361,0.0477164,8398.0195,state,fb-survey
MD,smoothed_cli,2020-08-04,2020-09-03,30,0.3284038,0.0582534,7227.9814,state,fb-survey
ME,smoothed_cli,2020-08-04,2020-09-03,30,0.1444727,0.053516,2810.4468,state,fb-survey
MI,smoothed_cli,2020-08-04,2020-09-03,30,0.4065123,0.042505,16927.9985,state,fb-survey
MN,smoothed_cli,2020-08-04,2020-09-03,30,0.5233331,0.0667707,7887.1388,state,fb-survey
MO,smoothed_cli,2020-08-04,2020-09-03,30,0.5263535,0.0669062,8309.7138,state,fb-survey
MS,smoothed_cli,2020-08-04,2020-09-03,30,1.2512925,0.1478951,4218.5201,state,fb-survey
MT,smoothed_cli,2020-08-04,2020-09-03,30,0.6959674,0.1569023,2115.3522,state,fb-survey
NC,smoothed_cli,2020-08-04,2020-09-03,30,0.5438054,0.0531909,14276.0169,state,fb-survey
ND,smoothed_cli,2020-08-04,2020-09-03,30,0.7310401,0.2126541,1292.9191,state,fb-survey
NE,smoothed_cli,2020-08-04,2020-09-03,30,0.5343204,0.1173227,3097.2604,state,fb-survey
NH,smoothed_cli,2020-08-04,2020-09-03,30,0.2655988,0.0828372,2746.5532,state,fb-survey
NJ,smoothed_cli,2020-08-04,2020-09-03,30,0.2693839,0.0434255,10669.9948,state,fb-survey
NM,smoothed_cli,2020-08-04,2020-09-03,30,0.3710893,0.0965647,2990.3699,state,fb-survey
NV,smoothed_cli,2020-08-04,2020-09-03,30,0.7896175,0.1280234,3547.0839,state,fb-survey
NY,smoothed_cli,2020-08-04,2020-09-03,30,0.3016572,0.0316878,20908.0006,state,fb-survey
OH,smoothed_cli,2020-08-04,2020-09-03,30,0.5504335,0.0470595,18039.9985,state,fb-survey
OK,smoothed_cli,2020-08-04,2020-09-03,30,0.8448907,0.1048321,6000.867,state,fb-survey
OR,smoothed_cli,2020-08-04,2020-09-03,30,0.4290699,0.0720958,6696.1445,state,fb-survey
PA,smoothed_cli,2020-08-04,2020-09-03,30,0.3967779,0.0380479,20974.0128,state,fb-survey
PR,smoothed_cli,2020-08-04,2020-09-03,30,0,0.4901961,100.999,state,fb-survey
RI,smoothed_cli,2020-08-04,2020-09-03,30,0.3520546,0.1076817,1708.9805,state,fb-survey
SC,smoothed_cli,2020-08-04,2020-09-03,30,0.8696123,0.0859906,8535.0052,state,fb-survey
SD,smoothed_cli,2020-08-04,2020-09-03,30,0.6605315,0.1965899,1461.6246,state,fb-survey
TN,smoothed_cli,2020-08-04,2020-09-03,30,0.7979752,0.0764022,9604.6848,state,fb-survey
TX,smoothed_cli,2020-08-04,2020-09-03,30,0.8823429,0.0450296,31968.293,state,fb-survey
UT,smoothed_cli,2020-08-04,2020-09-03,30,0.7155287,0.109218,4482.1945,state,fb-survey
VA,smoothed_cli,2020-08-04,2020-09-03,30,0.3758802,0.0455218,12536.7507,state,fb-survey
VT,smoothed_cli,2020-08-04,2020-09-03,30,0.3143269,0.140396,1254.0024,state,fb-survey
WA,smoothed_cli,2020-08-04,2020-09-03,30,0.3249641,0.044954,10966.9308,state,fb-survey
WI,smoothed_cli,2020-08-04,2020-09-03,30,0.4484321,0.0589109,9511.9979,state,fb-survey
WV,smoothed_cli,2020-08-04,2020-09-03,30,0.5586396,0.105798,3472.1596,state,fb-survey
WY,smoothed_cli,2020-08-04,2020-09-03,30,0.3850254,0.155527,1018.982,state,fb-survey
AK,smoothed_cli,2020-08-05,2020-09-03,29,0.6222077,0.2141993,1311,state,fb-survey
AL,smoothed_cli,2020-08-05,2020-09-03,29,1.1049714,0.1120518,6524.144,state,fb-survey
AR,smoothed_cli,2020-08-05,2020-09-03,29,0.9409291,0.1286984,4135.1303,state,fb-survey
AZ,smoothed_cli,2020-08-05,2020-09-03,29,0.5492644,0.0679977,8957.8019,state,fb-survey
CA,smoothed_cli,2020-08-05,2020-09-03,29,0.6090695,0.0345181,38018.5323,state,fb-survey
CO,smoothed_cli,2020-08-05,2020-09-03,29,0.4397259,0.0642862,8585.691,state,fb-survey
CT,smoothed_cli,2020-08-05,2020-09-03,29,0.2118586,0.0548611,5572,state,fb-survey
DC,smoothed_cli,2020-08-05,2020-09-03,29,0.3795127,0.2023709,871,state,fb-survey
DE,smoothed_cli,2020-08-05,2020-09-03,29,0.3929041,0.1177071,1807.0073,state,fb-survey
FL,smoothed_cli,2020-08-05,2020-09-03,29,0.7971125,0.0456403,28335.0009,state,fb-survey
GA,smoothed_cli,2020-08-05,2020-09-03,29,0.996664,0.0786844,12070.9107,state,fb-survey
HI,smoothed_cli,2020-08-05,2020-09-03,29,0.2653214,0.1019976,1784,state,fb-survey
IA,smoothed_cli,2020-08-05,2020-09-03,29,0.6787536,0.0888186,6250.3477,state,fb-survey
ID,smoothed_cli,2020-08-05,2020-09-03,29,0.6723834,0.1258065,3137.8669,state,fb-survey
IL,smoothed_cli,2020-08-05,2020-09-03,29,0.4053905,0.0405543,17354.0223,state,fb-survey
IN,smoothed_cli,2020-08-05,2020-09-03,29,0.7650685,0.0767183,9837.0114,state,fb-survey
KS,smoothed_cli,2020-08-05,2020-09-03,29,0.4939253,0.0850684,4723.9145,state,fb-survey
KY,smoothed_cli,2020-08-05,2020-09-03,29,0.7634552,0.0942147,6409.664,state,fb-survey
LA,smoothed_cli,2020-08-05,2020-09-03,29,0.9437984,0.1034955,6580.1819,state,fb-survey
MA,smoothed_cli,2020-08-05,2020-09-03,29,0.2100817,0.0444985,8312.0215,state,fb-survey
MD,smoothed_cli,2020-08-05,2020-09-03,29,0.354755,0.0595431,7174.9889,state,fb-survey
ME,smoothed_cli,2020-08-05,2020-09-03,29,0.1684613,0.0602303,2786.2234,state,fb-survey
MI,smoothed_cli,2020-08-05,2020-09-03,29,0.366635,0.0398208,16890.9979,state,fb-survey
MN,smoothed_cli,2020-08-05,2020-09-03,29,0.4809974,0.0637547,7792.1095,state,fb-survey
MO,smoothed_cli,2020-08-05,2020-09-03,29,0.5408754,0.0698979,8216.7699,state,fb-survey
MS,smoothed_cli,2020-08-05,2020-09-03,29,1.2381193,0.1483515,4231.6429,state,fb-survey
MT,smoothed_cli,2020-08-05,2020-09-03,29,0.6309123,0.1488918,2098.4815,state,fb-survey
NC,smoothed_cli,2020-08-05,2020-09-03,29,0.4891202,0.0505666,14182.0155,state,fb-survey
ND,smoothed_cli,2020-08-05,2020-09-03,29,0.6870348,0.2044129,1273.8267,state,fb-survey
NE,smoothed_cli,2020-08-05,2020-09-03,29,0.6593585,0.1326111,3063.0996,state,fb-survey
NH,smoothed_cli,2020-08-05,2020-09-03,29,0.2662568,0.0830422,2739.7766,state,fb-survey
NJ,smoothed_cli,2020-08-05,2020-09-03,29,0.2750623,0.0435877,10446.9949,state,fb-survey
NM,smoothed_cli,2020-08-05,2020-09-03,29,0.4168015,0.1047406,2982.1598,state,fb-survey
NV,smoothed_cli,2020-08-05,2020-09-03,29,0.8922139,0.1359917,3550.482,state,fb-survey
NY,smoothed_cli,2020-08-05,2020-09-03,29,0.2997227,0.0317917,20583.0006,state,fb-survey
OH,smoothed_cli,2020-08-05,2020-09-03,29,0.5615269,0.048104,17965.997,state,fb-survey
OK,smoothed_cli,2020-08-05,2020-09-03,29,0.7753674,0.098887,5964.923,state,fb-survey
OR,smoothed_cli,2020-08-05,2020-09-03,29,0.4117819,0.0717393,6675.2964,state,fb-survey
PA,smoothed_cli,2020-08-05,2020-09-03,29,0.4196111,0.039208,20923.0135,state,fb-survey
PR,smoothed_cli,2020-08-05,2020-09-03,29,0,0.462963,106.9989,state,fb-survey
RI,smoothed_cli,2020-08-05,2020-09-03,29,0.3680653,0.1095673,1688.9785,state,fb-survey
SC,smoothed_cli,2020-08-05,2020-09-03,29,0.8292358,0.0843992,8426.0059,state,fb-survey
SD,smoothed_cli,2020-08-05,2020-09-03,29,0.5321165,0.1745232,1451.8564,state,fb-survey
TN,smoothed_cli,2020-08-05,2020-09-03,29,0.8571979,0.080836,9505.3209,state,fb-survey
TX,smoothed_cli,2020-08-05,2020-09-03,29,0.8666354,0.0449013,31934.2709,state,fb-survey
UT,smoothed_cli,2020-08-05,2020-09-03,29,0.7392643,0.1128254,4465.3337,state,fb-survey
VA,smoothed_cli,2020-08-05,2020-09-03,29,0.3551818,0.0452985,12431.1001,state,fb-survey
VT,smoothed_cli,2020-08-05,2020-09-03,29,0.2925245,0.1381363,1262.0026,state,fb-survey
WA,smoothed_cli,2020-08-05,2020-09-03,29,0.3518471,0.0473895,11024.9249,state,fb-survey
WI,smoothed_cli,2020-08-05,2020-09-03,29,0.4317483,0.0580514,9509.0001,state,fb-survey
WV,smoothed_cli,2020-08-05,2020-09-03,29,0.5063004,0.1014615,3419.1591,state,fb-survey
WY,smoothed_cli,2020-08-05,2020-09-03,29,0.5640439,0.2213039,984.962,state,fb-survey
AK,smoothed_cli,2020-08-06,2020-09-03,28,0.551874,0.2010328,1315,state,fb-survey
AL,smoothed_cli,2020-08-06,2020-09-03,28,1.0804281,0.112943,6462.133,state,fb-survey
AR,smoothed_cli,2020-08-06,2020-09-03,28,1.025792,0.1350825,4187.0572,state,fb-survey
AZ,smoothed_cli,2020-08-06,2020-09-03,28,0.5780659,0.0702769,8742.1558,state,fb-survey
CA,smoothed_cli,2020-08-06,2020-09-03,28,0.6025572,0.0346219,37619.4481,state,fb-survey
CO,smoothed_cli,2020-08-06,2020-09-03,28,0.4898548,0.068925,8540.6581,state,fb-survey
CT,smoothed_cli,2020-08-06,2020-09-03,28,0.2101459,0.055185,5320,state,fb-survey
DC,smoothed_cli,2020-08-06,2020-09-03,28,0.3739316,0.1994059,884,state,fb-survey
DE,smoothed_cli,2020-08-06,2020-09-03,28,0.3512058,0.1118981,1808.0073,state,fb-survey
FL,smoothed_cli,2020-08-06,2020-09-03,28,0.8047428,0.0460315,28152.0006,state,fb-survey
GA,smoothed_cli,2020-08-06,2020-09-03,28,0.9818198,0.0777424,12048.9117,state,fb-survey
HI,smoothed_cli,2020-08-06,2020-09-03,28,0.3014866,0.1078078,1807,state,fb-survey
IA,smoothed_cli,2020-08-06,2020-09-03,28,0.6305522,0.0859027,6279.1211,state,fb-survey
ID,smoothed_cli,2020-08-06,2020-09-03,28,0.7229071,0.1338743,3103.8861,state,fb-survey
IL,smoothed_cli,2020-08-06,2020-09-03,28,0.3863909,0.0403403,17358.0227,state,fb-survey
IN,smoothed_cli,2020-08-06,2020-09-03,28,0.8095806,0.0802469,9835.0148,state,fb-survey
KS,smoothed_cli,2020-08-06,2020-09-03,28,0.5771671,0.0929823,4731.914,state,fb-survey
KY,smoothed_cli,2020-08-06,2020-09-03,28,0.7120265,0.0916022,6329.6539,state,fb-survey
LA,smoothed_cli,2020-08-06,2020-09-03,28,0.9304744,0.1020946,6489.1815,state,fb-survey
MA,smoothed_cli,2020-08-06,2020-09-03,28,0.2247799,0.0460275,8354.0225,state,fb-survey
MD,smoothed_cli,2020-08-06,2020-09-03,28,0.3917761,0.061348,7188.9886,state,fb-survey
ME,smoothed_cli,2020-08-06,2020-09-03,28,0.240242,0.0786806,2786.2234,state,fb-survey
MI,smoothed_cli,2020-08-06,2020-09-03,28,0.3624453,0.0395602,16708.9983,state,fb-survey
MN,smoothed_cli,2020-08-06,2020-09-03,28,0.4622014,0.0643223,7722.0122,state,fb-survey
MO,smoothed_cli,2020-08-06,2020-09-03,28,0.5569529,0.0707068,8201.9941,state,fb-survey
MS,smoothed_cli,2020-08-06,2020-09-03,28,1.140279,0.1428491,4233.6175,state,fb-survey
MT,smoothed_cli,2020-08-06,2020-09-03,28,0.5154494,0.1316058,2155.4954,state,fb-survey
NC,smoothed_cli,2020-08-06,2020-09-03,28,0.4821387,0.0501972,14063.0161,state,fb-survey
ND,smoothed_cli,2020-08-06,2020-09-03,28,0.6610387,0.1999475,1233.9358,state,fb-survey
NE,smoothed_cli,2020-08-06,2020-09-03,28,0.6986491,0.1372593,3047.1484,state,fb-survey
NH,smoothed_cli,2020-08-06,2020-09-03,28,0.2342527,0.0739127,2722.7766,state,fb-survey
NJ,smoothed_cli,2020-08-06,2020-09-03,28,0.2500344,0.0420009,10263.9953,state,fb-survey
NM,smoothed_cli,2020-08-06,2020-09-03,28,0.4413626,0.1069374,2974.8068,state,fb-survey
NV,smoothed_cli,2020-08-06,2020-09-03,28,0.885848,0.1348457,3537.5663,state,fb-survey
NY,smoothed_cli,2020-08-06,2020-09-03,28,0.2920533,0.0317898,20422.9996,state,fb-survey
OH,smoothed_cli,2020-08-06,2020-09-03,28,0.5373564,0.0472425,17904.9934,state,fb-survey
OK,smoothed_cli,2020-08-06,2020-09-03,28,0.8141362,0.1024066,5918.924,state,fb-survey
OR,smoothed_cli,2020-08-06,2020-09-03,28,0.4393805,0.0750212,6603.2857,state,fb-survey
PA,smoothed_cli,2020-08-06,2020-09-03,28,0.4292167,0.0404153,20736.0141,state,fb-survey
PR,smoothed_cli,2020-08-06,2020-09-03,28,0,0.4587156,107.9989,state,fb-survey
RI,smoothed_cli,2020-08-06,2020-09-03,28,0.4085431,0.1211663,1692.9775,state,fb-survey
SC,smoothed_cli,2020-08-06,2020-09-03,28,0.8520317,0.0861139,8340.0045,state,fb-survey
SD,smoothed_cli,2020-08-06,2020-09-03,28,0.6617921,0.2002937,1442.8105,state,fb-survey
TN,smoothed_cli,2020-08-06,2020-09-03,28,0.9006223,0.0843254,9396.2965,state,fb-survey
TX,smoothed_cli,2020-08-06,2020-09-03,28,0.8687874,0.0452954,31694.2699,state,fb-survey
UT,smoothed_cli,2020-08-06,2020-09-03,28,0.7330506,0.112723,4452.3676,state,fb-survey
VA,smoothed_cli,2020-08-06,2020-09-03,28,0.3460392,0.0454045,12336.309,state,fb-survey
VT,smoothed_cli,2020-08-06,2020-09-03,28,0.2121089,0.1127315,1269.0025,state,fb-survey
WA,smoothed_cli,2020-08-06,2020-09-03,28,0.3809406,0.0500868,11128.9351,state,fb-survey
WI,smoothed_cli,2020-08-06,2020-09-03,28,0.4360585,0.0584226,9373.0006,state,fb-survey
WV,smoothed_cli,2020-08-06,2020-09-03,28,0.4962475,0.0988082,3421.2089,state,fb-survey
WY,smoothed_cli,2020-08-06,2020-09-03,28,0.6255164,0.232233,959.9905,state,fb-survey
AK,smoothed_cli,2020-08-07,2020-09-03,27,0.540368,0.196858,1343,state,fb-survey
AL,smoothed_cli,2020-08-07,2020-09-03,27,1.0567103,0.1121399,6468.1356,state,fb-survey
AR,smoothed_cli,2020-08-07,2020-09-03,27,1.0606217,0.1347746,4253.872,state,fb-survey
AZ,smoothed_cli,2020-08-07,2020-09-03,27,0.5905968,0.0707469,8762.3948,state,fb-survey
CA,smoothed_cli,2020-08-07,2020-09-03,27,0.6166755,0.0349107,37682.4316,state,fb-survey
CO,smoothed_cli,2020-08-07,2020-09-03,27,0.5238822,0.071634,8552.6596,state,fb-survey
CT,smoothed_cli,2020-08-07,2020-09-03,27,0.1969639,0.0530692,5259,state,fb-survey
DC,smoothed_cli,2020-08-07,2020-09-03,27,0.4275905,0.2057234,890,state,fb-survey
DE,smoothed_cli,2020-08-07,2020-09-03,27,0.2857483,0.0950275,1843.0146,state,fb-survey
FL,smoothed_cli,2020-08-07,2020-09-03,27,0.8455557,0.0477082,28152.0009,state,fb-survey
GA,smoothed_cli,2020-08-07,2020-09-03,27,0.8922332,0.0742691,12025.9085,state,fb-survey
HI,smoothed_cli,2020-08-07,2020-09-03,27,0.3118699,0.1074816,1827,state,fb-survey
IA,smoothed_cli,2020-08-07,2020-09-03,27,0.671151,0.0889891,6279.2311,state,fb-survey
ID,smoothed_cli,2020-08-07,2020-09-03,27,0.616937,0.1235412,3109.9568,state,fb-survey
IL,smoothed_cli,2020-08-07,2020-09-03,27,0.3786962,0.039665,17546.0229,state,fb-survey
IN,smoothed_cli,2020-08-07,2020-09-03,27,0.7266754,0.0762772,9803.0176,state,fb-survey
KS,smoothed_cli,2020-08-07,2020-09-03,27,0.5531794,0.0899905,4841.9432,state,fb-survey
KY,smoothed_cli,2020-08-07,2020-09-03,27,0.6646051,0.0893352,6353.6523,state,fb-survey
LA,smoothed_cli,2020-08-07,2020-09-03,27,0.9166354,0.102627,6567.3663,state,fb-survey
MA,smoothed_cli,2020-08-07,2020-09-03,27,0.2561674,0.0491178,8481.0235,state,fb-survey
MD,smoothed_cli,2020-08-07,2020-09-03,27,0.4083748,0.0625812,7164.9816,state,fb-survey
ME,smoothed_cli,2020-08-07,2020-09-03,27,0.2705774,0.0832985,2896.2234,state,fb-survey
MI,smoothed_cli,2020-08-07,2020-09-03,27,0.3734697,0.040694,16923.006,state,fb-survey
MN,smoothed_cli,2020-08-07,2020-09-03,27,0.4426246,0.0635589,7740.0553,state,fb-survey
MO,smoothed_cli,2020-08-07,2020-09-03,27,0.5443048,0.0698382,8208.9187,state,fb-survey
MS,smoothed_cli,2020-08-07,2020-09-03,27,1.0046345,0.1328737,4337.536,state,fb-survey
MT,smoothed_cli,2020-08-07,2020-09-03,27,0.5838202,0.144212,2171.0172,state,fb-survey
NC,smoothed_cli,2020-08-07,2020-09-03,27,0.4547718,0.0479209,14103.0171,state,fb-survey
ND,smoothed_cli,2020-08-07,2020-09-03,27,0.6100306,0.1926253,1255.3809,state,fb-survey
NE,smoothed_cli,2020-08-07,2020-09-03,27,0.7438672,0.1396027,3108.1897,state,fb-survey
NH,smoothed_cli,2020-08-07,2020-09-03,27,0.1874162,0.0623924,2756.7766,state,fb-survey
NJ,smoothed_cli,2020-08-07,2020-09-03,27,0.2395343,0.0414809,10260.9952,state,fb-survey
NM,smoothed_cli,2020-08-07,2020-09-03,27,0.4905691,0.1145715,2958.2725,state,fb-survey
NV,smoothed_cli,2020-08-07,2020-09-03,27,0.990938,0.1458841,3485.3098,state,fb-survey
NY,smoothed_cli,2020-08-07,2020-09-03,27,0.3120307,0.0334574,20514.9994,state,fb-survey
OH,smoothed_cli,2020-08-07,2020-09-03,27,0.4698044,0.0438899,18005.9883,state,fb-survey
OK,smoothed_cli,2020-08-07,2020-09-03,27,0.9318009,0.1112624,5889.9246,state,fb-survey
OR,smoothed_cli,2020-08-07,2020-09-03,27,0.3611255,0.0664688,6599.2915,state,fb-survey
PA,smoothed_cli,2020-08-07,2020-09-03,27,0.389982,0.0381706,20858.0141,state,fb-survey
RI,smoothed_cli,2020-08-07,2020-09-03,27,0.4547196,0.1315148,1729.9765,state,fb-survey
SC,smoothed_cli,2020-08-07,2020-09-03,27,0.7752684,0.0809351,8519.0031,state,fb-survey
